"","title","rating","year","Action","Adventure","Animation","Comedy","Crime","Documentary","Drama","Fantasy","Horror","Musical","Mystery","Romance","SciFi","Thriller","War","Western","FilmNoir","freq"
"226","Affair of Love, An (Une liaison pornographique)",3.63800904977376,1999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,221
"227","Affair of the Necklace, The",2.90217391304348,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92
"228","Affair to Remember, An",3.80164217804667,1957,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1157
"229","Affliction",3.59381338742394,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,986
"230","Africa addio",3,1966,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"231","Africa Screams",2.92857142857143,1949,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"232","Africa: The Serengeti",3.89423076923077,1994,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,104
"233","African Queen, The",4.12508544087491,1951,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,5852
"234","After Dark, My Sweet",3.56132075471698,1990,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,106
"235","After Hours",3.84717314487632,1985,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,566
"236","After Life (Wandafuru raifu)",3.98255813953488,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,430
"237","After School Special (a.k.a. Barely Legal)",2.36363636363636,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"238","After the Fox",3.09722222222222,1966,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,36
"239","After the Life (Après la vie)",3.30555555555556,2002,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,18
"240","After The Rehearsal (Efter repetitionen) (TV)",3.375,1984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12
"241","After the Sunset",3.10406091370558,2004,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,394
"242","After the Thin Man",3.86580086580087,1936,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,231
"243","After the Wedding (Efter brylluppet)",3.76785714285714,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,112
"244","After You (Après vous...)",3.68181818181818,2003,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,44
"245","Afterglow",3.28879310344828,1997,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,348
"246","Against All Odds",2.99017467248908,1984,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,458
"247","Against the Ropes",2.5530303030303,2004,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,66
"248","Age of Innocence, The",3.54872348076232,1993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2781
"249","Agent Cody Banks",2.51557632398754,2003,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,321
"250","Agent Cody Banks 2: Destination London",2.15948275862069,2004,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,116
"251","Agnes Browne",3.18686868686869,1999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,99
"252","Agnes of God",3.38588235294118,1985,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,850
"253","Agony and the Ecstasy, The",3.30128205128205,1965,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78
"254","Aguirre: The Wrath of God (Aguirre, der Zorn Gottes)",3.98526315789474,1972,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,475
"255","Aileen: Life and Death of a Serial Killer",3.47641509433962,2003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106
"256","Aimée & Jaguar",3.64102564102564,1999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,156
"257","Air America",2.71135646687697,1990,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,951
"258","Air Bud",2.30747126436782,1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,696
"259","Air Bud: Golden Receiver",1.92606516290727,1998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,399
"260","Air Force One",3.32226438962682,1997,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7905
"261","Air I Breathe, The",3.4453125,2007,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,64
"262","Air Up There, The",2.58662900188324,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,531
"263","Airborne",3.16666666666667,1993,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"264","Airheads",2.7652841781874,1994,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3255
"265","Airplane II: The Sequel",3.01399548532731,1982,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2215
"266","Airplane!",3.80388533759489,1980,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10012
"267","Airport",3.06176154672395,1970,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,931
"268","Airport '77",2.42083333333333,1977,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,360
"269","Airport 1975",2.50621890547264,1974,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,402
"270","AKA",3.46428571428571,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
"271","Akeelah and the Bee",3.71969696969697,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,330
"272","Akira",3.8252774352651,1988,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4055
"273","Aladdin",3.66688623517913,1992,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,23531
"274","Aladdin and the King of Thieves",3.02503293807642,1996,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1518
"275","Alamo, The",2.97073170731707,2004,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,565
"276","Alamo, The",3.36944444444444,1960,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,565
"277","Alan Smithee Film: Burn Hollywood Burn, An",2.01630434782609,1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,92
"278","Alarmist, The (a.k.a. Life During Wartime)",2.47727272727273,1997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"279","Alaska",3.23705179282869,1996,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502
"280","Alaska: Spirit of the Wild",3.40909090909091,1997,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,44
"281","Albino Alligator",3.03476482617587,1996,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,489
"282","Aleksandra",3.75,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
"283","Alex and Emma",2.61563517915309,2003,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,307
"284","Alexander",2.48843537414966,2004,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,735
"285","Alexander's Ragtime Band",3.2,1938,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,20
"286","Alexander Nevsky (Aleksandr Nevskiy)",3.76587301587302,1938,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,126
"287","Alexander the Great",2.89393939393939,1956,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33
"288","Alfie",2.99783080260304,2004,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,839
"289","Alfie",3.61243386243386,1966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,839
"290","Algiers",3.48666666666667,1938,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,75
"291","Ali",3.085313174946,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,926
"292","Ali: Fear Eats the Soul (Angst essen Seele auf)",3.86585365853659,1974,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,123
"293","Alias Betty (Betty Fisher et autres histoires)",3.30487804878049,2001,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,41
"294","Alice",3.50735294117647,1990,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,204
"295","Alice's Restaurant",3.19047619047619,1969,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,42
"296","Alice Adams",3.47777777777778,1935,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,45
"297","Alice and Martin (Alice et Martin)",3.09259259259259,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54
"298","Alice Doesn't Live Here Anymore",3.6692607003891,1974,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,257
"299","Alice in Wonderland",3.60055936943809,1951,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3933
"300","Alien",4.03790317490374,1979,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,15843
"301","Alien Contamination",2.66666666666667,1980,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12
"302","Alien Escape",2.34126984126984,1995,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,63
"303","Alien from L.A.",1.67105263157895,1988,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,38
"304","Alien Nation",3.15508412582297,1988,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1367
"305","Alien: Resurrection",2.99071416511903,1997,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5923
"306","Alien³",3.06985691144708,1992,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,7408
"307","Aliens",4.00476459377426,1986,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,14167
"308","Aliens of the Deep",3.27906976744186,2005,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,43
"309","Alila",3.16666666666667,2003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3
"310","Alive",3.42610364683301,1993,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1563
"311","All About Eve",4.24367588932806,1950,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2530
"312","All About Lily Chou-Chou (Riri Shushu no subete)",3.26415094339623,2001,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,53
"313","All About My Mother (Todo sobre mi madre)",4.0293453724605,1999,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2215
"314","All About the Benjamins",2.70388349514563,2002,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,103
"315","All Access",3,2001,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3
"316","All Dogs Go to Heaven",2.8731884057971,1989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1242
"317","All Dogs Go to Heaven 2",2.73864541832669,1996,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1255
"318","All I Want (Try Seventeen)",3.07758620689655,2002,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,58
"319","All I Want for Christmas",2.91071428571429,1991,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"320","All in a Night's Work",3.16666666666667,1961,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"321","All Night Long",2.33333333333333,1981,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15
"322","All of Me",3.60021097046413,1984,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,474
"323","All or Nothing",3.66666666666667,2002,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,165
"324","All Over Me",3.54081632653061,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,98
"325","All Over the Guy",3.45754716981132,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106
"326","All Quiet on the Western Front",4.01494093120222,1930,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1439
"327","All That Heaven Allows",3.8740157480315,1955,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,127
"328","All That Jazz",3.79102281089036,1979,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1359
"329","All the Boys Love Mandy Lane",2.85714285714286,2006,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,7
"330","All the King's Men",3.97184466019417,1949,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,515
"331","All The King's Men",3.0982905982906,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,117
"332","All the Little Animals",3.45,1998,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,30
"333","All the Mornings of the World (Tous les matins du monde)",3.63829787234043,1991,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,47
"334","All the President's Men",4.06343476018566,1976,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1939
"335","All the Pretty Horses",2.87284144427002,2000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,637
"336","All the Queen's Men",2.31481481481481,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,27
"337","All the Rage (a.k.a. It's the Rage)",2.75,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,64
"338","All the Real Girls",3.6159793814433,2003,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,194
"339","All the Right Moves",3.14661654135338,1983,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,266
"340","All the Vermeers in New York",3.06024096385542,1990,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,83
"341","All Things Fair (Lust och fägring stor)",3.5,1995,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,99
"342","Allan Quatermain and the Lost City of Gold",2.19298245614035,1987,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,570
"343","Allegro non Troppo",3.69886363636364,1977,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,88
"344","Alley Cats, The",2.4,1966,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
"345","Alligator",2.28784648187633,1980,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,469
"346","Alligator People, The",1.95,1959,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10
"347","Allnighter, The",1.95967741935484,1987,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,62
"348","Almost an Angel",2.25,1990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"349","Almost Famous",3.86476388168137,2000,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,9635
"350","Almost Heroes",2.57753164556962,1998,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,316
"351","Alone in the Dark",1.42893401015228,2005,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,231
"352","Alone in the Dark",2.10294117647059,1982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,231
"353","Alone In The Dark II",2.08333333333333,2008,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
"354","Along Came a Spider",3.2685618729097,2001,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1495
"355","Along Came Jones",3.75,1945,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4
"356","Along Came Polly",2.93369932432432,2004,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1184
"357","Alpha Dog",3.19383259911894,2007,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,227
"358","Alphaville (Alphaville, une étrange aventure de Lemmy Caution)",3.62353923205342,1965,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,599
"359","Altered",1.66666666666667,2006,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,3
"360","Altered States",3.49134734239802,1980,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,809
"361","Alvarez Kelly",2.97222222222222,1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54
"362","Alvin and the Chipmunks",2.77067669172932,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133
"363","Always",3.2612540192926,1989,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,622
"364","Always Tell Your Wife",2,1923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"365","Amadeus",4.09606044252563,1984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11118
"366","Amandla! A Revolution In Four Part Harmony",3.47727272727273,2002,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,44
"367","Amarcord",3.92435424354244,1973,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,271
"368","Amateur",3.67118402282454,1994,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,701
"369","Amateur, The",3.2,1981,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,30
"370","Amati Girls, The",2.22727272727273,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
"371","Amazing Adventure, The (a.k.a. The Amazing Quest of Ernest Bliss)",3.55,1936,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,10
"372","Amazing Couple, An (Un couple épatant)",3.375,2002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,16
"373","Amazing Grace",3.77848101265823,2006,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,158
"374","Amazing Grace and Chuck",3.25301204819277,1987,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,83
"375","Amazing Panda Adventure, The",2.82478632478632,1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351
"376","Amazing Transparent Man, The",2.2,1960,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5
"377","Amazon Women on the Moon",3.26520912547529,1987,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,526
"378","Ambush (Rukajärven tie)",3.22151898734177,1999,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,158
"379","Amelie (Fabuleux destin d'Amélie Poulain, Le)",4.24687532279723,2001,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,9681
"380","Amen.",3.73809523809524,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,84
"381","America's Heart and Soul",2.66666666666667,2004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9
"382","America's Sweethearts",2.85419664268585,2001,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2085
"383","American Adobo",2.1,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"384","American Astronaut, The",3.18181818181818,2001,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,44
"385","American Beauty",4.18919529837251,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22120
"386","American Buffalo",3.14450867052023,1996,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,346
"387","American Carol, An",2.4,2008,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,5
"388","American Crime, An",3.71428571428571,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7
"389","American Dream",3.90796019900498,1990,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,201
"390","American Dreamz",2.8539603960396,2006,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,202
"391","American Flyers",3.34705882352941,1985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,255
"392","American Friend, The (Der Amerikanische Freund)",3.79090909090909,1977,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,110
"393","American Gangster",3.87976961843053,2007,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1389
"394","American Gigolo",3.09178743961353,1980,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,828
"395","American Graffiti",3.86496350364964,1973,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3836
"396","American Gun",2.79166666666667,2002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12
"397","American Haunting, An",2.3921568627451,2005,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,102
"398","American Heart",3.40540540540541,1992,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,37
"399","American History X",4.14843831609736,1998,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9573
"400","American in Paris, An",3.82246171298922,1951,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1763
"401","American Me",3.46846846846847,1992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,111
"402","American Movie: The Making of Northwestern",3.90709459459459,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1184
"403","American Nightmare, The",3.22916666666667,2000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24
"404","American Ninja",2.36868686868687,1985,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297
"405","American Ninja 2: The Confrontation",1.99342105263158,1987,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152
"406","American Ninja 3: Blood Hunt",2.05050505050505,1989,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
"407","American Outlaws",2.83333333333333,2001,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,261
"408","American Pie",3.38433175905212,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12069
"409","American Pie 2",3.06099767381752,2001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3869
"410","American Pie 5: The Naked Mile",2.5,2006,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,158
"411","American Pie Presents Band Camp",2.37777777777778,2005,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,225
"412","American Pimp",3.36008230452675,1999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,243
"413","American Pop",3.05,1981,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,250
"414","American President, The",3.67875255805677,1995,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,11239
"415","American Psycho",3.36890862944162,2000,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,3940
"416","American Rhapsody, An",3.56310679611651,2001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,103
"417","American Splendor",3.86270822138635,2003,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1861
"418","American Strays",2.56603773584906,1996,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
"419","American Tail, An",3.31447202355911,1986,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2377
"420","American Tail: Fievel Goes West, An",2.90849956634866,1991,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1153
"421","American Teen",3.275,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20
"422","American Virgin",2.2741935483871,2000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,31
"423","American Wedding",2.9771186440678,2003,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1180
"424","American Werewolf in London, An",3.6014702021528,1981,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3809
"425","American Werewolf in Paris, An",2.62479270315091,1997,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1206
"426","Americanization of Emily, The",3.56521739130435,1964,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,69
"427","Americathon",1.76190476190476,1979,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,21
"428","Amistad",3.57040062232594,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2571
"429","Amityville 1992: It's About Time",1.70430107526882,1992,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,186
"430","Amityville 3-D",1.560546875,1983,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,256
"431","Amityville Curse, The",1.78370786516854,1990,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,178
"432","Amityville Horror, The",2.91934523809524,1979,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1998
"433","Amityville Horror, The",2.79245283018868,2005,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1998
"434","Amityville II: The Possession",1.94714285714286,1982,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,350
"435","Amityville: A New Generation",1.69148936170213,1993,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,188
"436","Amityville: Dollhouse",1.71103896103896,1996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,154
"437","Among Giants",2.79032258064516,1998,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,31
"438","Amongst Friends",2.375,1993,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,8
"439","Amores Perros (Love's a Bitch)",4.01342685370741,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2495
"440","Amos & Andrew",2.79002320185615,1993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,431
"441","Amy",3.22,1998,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,25
"442","Amy's O (a.k.a. Amy's Orgasm)",2.72093023255814,2001,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,86
"443","Anaconda",2.08598937583001,1997,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3012
"444","Anacondas: The Hunt for the Blood Orchid",1.73877551020408,2004,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,245
"445","Analyze That",2.70048309178744,2002,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,828
"446","Analyze This",3.25727639685575,1999,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4707
"447","Anamorph",2.60714285714286,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,14
"448","Anarchist Cookbook, The",2.64583333333333,2002,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,24
"449","Anastasia",3.32645764576458,1997,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1965
"450","Anastasia",3.52721088435374,1956,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1965
"451","Anatomy (Anatomie)",2.95180722891566,2000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,166
"452","Anatomy of a Murder",4.10460992907801,1959,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,846
"453","Anatomy of Hell (Anatomie de l'enfer)",2.3,2004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25
"454","Anchorman: The Legend of Ron Burgundy",3.3958560523446,2004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1834
"455","Anchors Aweigh",3.66851851851852,1945,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,270
"456","And God Created Woman",2.3695652173913,1988,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,138
"457","And Now... Ladies and Gentlemen",3.58333333333333,2002,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,30
